icdcode,icdlabel,diagcodelvl1,diagdesclvl1
c4001,malignant neoplasm of scapula and long bones of right upper limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4002,malignant neoplasm of scapula and long bones of left upper limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4010,malignant neoplasm of short bones of unspecified upper limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4011,malignant neoplasm of short bones of right upper limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4012,malignant neoplasm of short bones of left upper limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4020,malignant neoplasm of long bones of unspecified lower limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4021,malignant neoplasm of long bones of right lower limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4022,malignant neoplasm of long bones of left lower limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4030,malignant neoplasm of short bones of unspecified lower limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4031,malignant neoplasm of short bones of right lower limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4032,malignant neoplasm of short bones of left lower limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4080,malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4081,malignant neoplasm of overlapping sites of bone and articular cartilage of right limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4082,malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4090,malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4091,malignant neoplasm of unspecified bones and articular cartilage of right limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c4092,malignant neoplasm of unspecified bones and articular cartilage of left limb,c40,malignant neoplasm of bone and articular cartilage of limbs
c410,malignant neoplasm of bones of skull and face,c41,malignant neoplasm of bone and articular cartilage of other and unspecified sites
c411,malignant neoplasm of mandible,c41,malignant neoplasm of bone and articular cartilage of other and unspecified sites
c412,malignant neoplasm of vertebral column,c41,malignant neoplasm of bone and articular cartilage of other and unspecified sites
c413,malignant neoplasm of ribs sternum and clavicle,c41,malignant neoplasm of bone and articular cartilage of other and unspecified sites
c414,malignant neoplasm of pelvic bones sacrum and coccyx,c41,malignant neoplasm of bone and articular cartilage of other and unspecified sites
c419,malignant neoplasm of bone and articular cartilage unspecified,c41,malignant neoplasm of bone and articular cartilage of other and unspecified sites
c430,malignant melanoma of lip,c43,malignant melanoma of skin
c4310,malignant melanoma of unspecified eyelid including canthus,c43,malignant melanoma of skin
c43111,malignant melanoma of right upper eyelid including canthus,c43,malignant melanoma of skin
c43112,malignant melanoma of right lower eyelid including canthus,c43,malignant melanoma of skin
c43121,malignant melanoma of left upper eyelid including canthus,c43,malignant melanoma of skin
c43122,malignant melanoma of left lower eyelid including canthus,c43,malignant melanoma of skin
c4320,malignant melanoma of unspecified ear and external auricular canal,c43,malignant melanoma of skin
c4321,malignant melanoma of right ear and external auricular canal,c43,malignant melanoma of skin
c4322,malignant melanoma of left ear and external auricular canal,c43,malignant melanoma of skin
c4330,malignant melanoma of unspecified part of face,c43,malignant melanoma of skin
c4331,malignant melanoma of nose,c43,malignant melanoma of skin
c4339,malignant melanoma of other parts of face,c43,malignant melanoma of skin
c434,malignant melanoma of scalp and neck,c43,malignant melanoma of skin
c4351,malignant melanoma of anal skin,c43,malignant melanoma of skin
c4352,malignant melanoma of skin of breast,c43,malignant melanoma of skin
c4359,malignant melanoma of other part of trunk,c43,malignant melanoma of skin
c4360,malignant melanoma of unspecified upper limb including shoulder,c43,malignant melanoma of skin
c4361,malignant melanoma of right upper limb including shoulder,c43,malignant melanoma of skin
c4362,malignant melanoma of left upper limb including shoulder,c43,malignant melanoma of skin
c4370,malignant melanoma of unspecified lower limb including hip,c43,malignant melanoma of skin
c4371,malignant melanoma of right lower limb including hip,c43,malignant melanoma of skin
c4372,malignant melanoma of left lower limb including hip,c43,malignant melanoma of skin
c438,malignant melanoma of overlapping sites of skin,c43,malignant melanoma of skin
c439,malignant melanoma of skin unspecified,c43,malignant melanoma of skin
c450,mesothelioma of pleura,c45,mesothelioma
c451,mesothelioma of peritoneum,c45,mesothelioma
c452,mesothelioma of pericardium,c45,mesothelioma
c457,mesothelioma of other sites,c45,mesothelioma
c459,mesothelioma unspecified,c45,mesothelioma
c460,kaposis sarcoma of skin,c46,kaposis sarcoma
c461,kaposis sarcoma of soft tissue,c46,kaposis sarcoma
c462,kaposis sarcoma of palate,c46,kaposis sarcoma
c463,kaposis sarcoma of lymph nodes,c46,kaposis sarcoma
c464,kaposis sarcoma of gastrointestinal sites,c46,kaposis sarcoma
c4650,kaposis sarcoma of unspecified lung,c46,kaposis sarcoma
c4651,kaposis sarcoma of right lung,c46,kaposis sarcoma
c4652,kaposis sarcoma of left lung,c46,kaposis sarcoma
c467,kaposis sarcoma of other sites,c46,kaposis sarcoma
c469,kaposis sarcoma unspecified,c46,kaposis sarcoma
c470,malignant neoplasm of peripheral nerves of head face and neck,c47,malignant neoplasm of peripheral nerves and autonomic nervous system
c4710,malignant neoplasm of peripheral nerves of unspecified upper limb including shoulder,c47,malignant neoplasm of peripheral nerves and autonomic nervous system
c4711,malignant neoplasm of peripheral nerves of right upper limb including shoulder,c47,malignant neoplasm of peripheral nerves and autonomic nervous system
c4712,malignant neoplasm of peripheral nerves of left upper limb including shoulder,c47,malignant neoplasm of peripheral nerves and autonomic nervous system
c4720,malignant neoplasm of peripheral nerves of unspecified lower limb including hip,c47,malignant neoplasm of peripheral nerves and autonomic nervous system
c4721,malignant neoplasm of peripheral nerves of right lower limb including hip,c47,malignant neoplasm of peripheral nerves and autonomic nervous system
c4722,malignant neoplasm of peripheral nerves of left lower limb including hip,c47,malignant neoplasm of peripheral nerves and autonomic nervous system
c473,malignant neoplasm of peripheral nerves of thorax,c47,malignant neoplasm of peripheral nerves and autonomic nervous system
c474,malignant neoplasm of peripheral nerves of abdomen,c47,malignant neoplasm of peripheral nerves and autonomic nervous system
c475,malignant neoplasm of peripheral nerves of pelvis,c47,malignant neoplasm of peripheral nerves and autonomic nervous system
c476,malignant neoplasm of peripheral nerves of trunk unspecified,c47,malignant neoplasm of peripheral nerves and autonomic nervous system
c478,malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,c47,malignant neoplasm of peripheral nerves and autonomic nervous system
c479,malignant neoplasm of peripheral nerves and autonomic nervous system unspecified,c47,malignant neoplasm of peripheral nerves and autonomic nervous system
c480,malignant neoplasm of retroperitoneum,c48,malignant neoplasm of retroperitoneum and peritoneum
c481,malignant neoplasm of specified parts of peritoneum,c48,malignant neoplasm of retroperitoneum and peritoneum
c482,malignant neoplasm of peritoneum unspecified,c48,malignant neoplasm of retroperitoneum and peritoneum
c488,malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,c48,malignant neoplasm of retroperitoneum and peritoneum
c490,malignant neoplasm of connective and soft tissue of head face and neck,c49,malignant neoplasm of other connective and soft tissue
c4910,malignant neoplasm of connective and soft tissue of unspecified upper limb including shoulder,c49,malignant neoplasm of other connective and soft tissue
c4911,malignant neoplasm of connective and soft tissue of right upper limb including shoulder,c49,malignant neoplasm of other connective and soft tissue
c4912,malignant neoplasm of connective and soft tissue of left upper limb including shoulder,c49,malignant neoplasm of other connective and soft tissue
c4920,malignant neoplasm of connective and soft tissue of unspecified lower limb including hip,c49,malignant neoplasm of other connective and soft tissue
c4921,malignant neoplasm of connective and soft tissue of right lower limb including hip,c49,malignant neoplasm of other connective and soft tissue
c4922,malignant neoplasm of connective and soft tissue of left lower limb including hip,c49,malignant neoplasm of other connective and soft tissue
c493,malignant neoplasm of connective and soft tissue of thorax,c49,malignant neoplasm of other connective and soft tissue
c494,malignant neoplasm of connective and soft tissue of abdomen,c49,malignant neoplasm of other connective and soft tissue
c495,malignant neoplasm of connective and soft tissue of pelvis,c49,malignant neoplasm of other connective and soft tissue
c496,malignant neoplasm of connective and soft tissue of trunk unspecified,c49,malignant neoplasm of other connective and soft tissue
c498,malignant neoplasm of overlapping sites of connective and soft tissue,c49,malignant neoplasm of other connective and soft tissue
c499,malignant neoplasm of connective and soft tissue unspecified,c49,malignant neoplasm of other connective and soft tissue
c49a0,gastrointestinal stromal tumor unspecified site,c49,malignant neoplasm of other connective and soft tissue
c49a1,gastrointestinal stromal tumor of esophagus,c49,malignant neoplasm of other connective and soft tissue
c49a2,gastrointestinal stromal tumor of stomach,c49,malignant neoplasm of other connective and soft tissue
c49a3,gastrointestinal stromal tumor of small intestine,c49,malignant neoplasm of other connective and soft tissue
c49a4,gastrointestinal stromal tumor of large intestine,c49,malignant neoplasm of other connective and soft tissue
c49a5,gastrointestinal stromal tumor of rectum,c49,malignant neoplasm of other connective and soft tissue
c49a9,gastrointestinal stromal tumor of other sites,c49,malignant neoplasm of other connective and soft tissue
c4a0,merkel cell carcinoma of lip,c4a,merkel cell carcinoma
c4a10,merkel cell carcinoma of unspecified eyelid including canthus,c4a,merkel cell carcinoma
c4a111,merkel cell carcinoma of right upper eyelid including canthus,c4a,merkel cell carcinoma
c4a112,merkel cell carcinoma of right lower eyelid including canthus,c4a,merkel cell carcinoma
c4a121,merkel cell carcinoma of left upper eyelid including canthus,c4a,merkel cell carcinoma
c4a122,merkel cell carcinoma of left lower eyelid including canthus,c4a,merkel cell carcinoma
c4a20,merkel cell carcinoma of unspecified ear and external auricular canal,c4a,merkel cell carcinoma
c4a21,merkel cell carcinoma of right ear and external auricular canal,c4a,merkel cell carcinoma
c4a22,merkel cell carcinoma of left ear and external auricular canal,c4a,merkel cell carcinoma
c4a30,merkel cell carcinoma of unspecified part of face,c4a,merkel cell carcinoma
c4a31,merkel cell carcinoma of nose,c4a,merkel cell carcinoma
c4a39,merkel cell carcinoma of other parts of face,c4a,merkel cell carcinoma
c4a4,merkel cell carcinoma of scalp and neck,c4a,merkel cell carcinoma
c4a51,merkel cell carcinoma of anal skin,c4a,merkel cell carcinoma
c4a52,merkel cell carcinoma of skin of breast,c4a,merkel cell carcinoma
c4a59,merkel cell carcinoma of other part of trunk,c4a,merkel cell carcinoma
c4a60,merkel cell carcinoma of unspecified upper limb including shoulder,c4a,merkel cell carcinoma
c4a61,merkel cell carcinoma of right upper limb including shoulder,c4a,merkel cell carcinoma
c4a62,merkel cell carcinoma of left upper limb including shoulder,c4a,merkel cell carcinoma
c4a70,merkel cell carcinoma of unspecified lower limb including hip,c4a,merkel cell carcinoma
c4a71,merkel cell carcinoma of right lower limb including hip,c4a,merkel cell carcinoma
c4a72,merkel cell carcinoma of left lower limb including hip,c4a,merkel cell carcinoma
c4a8,merkel cell carcinoma of overlapping sites,c4a,merkel cell carcinoma
c4a9,merkel cell carcinoma unspecified,c4a,merkel cell carcinoma
c50011,malignant neoplasm of nipple and areola right female breast,c50,malignant neoplasm of breast
c50011,malignant neoplasm of nipple and areola right female breast,c50,malignant neoplasm of breast
c50012,malignant neoplasm of nipple and areola left female breast,c50,malignant neoplasm of breast
c50012,malignant neoplasm of nipple and areola left female breast,c50,malignant neoplasm of breast
c50019,malignant neoplasm of nipple and areola unspecified female breast,c50,malignant neoplasm of breast
c50019,malignant neoplasm of nipple and areola unspecified female breast,c50,malignant neoplasm of breast
c50021,malignant neoplasm of nipple and areola right male breast,c50,malignant neoplasm of breast
c50021,malignant neoplasm of nipple and areola right male breast,c50,malignant neoplasm of breast
c50022,malignant neoplasm of nipple and areola left male breast,c50,malignant neoplasm of breast
