obs,icdcode,icdlabel,cc,addcc
532,C4A61,"Merkel cell carcinoma of right upper limb, including shoulder",12,
533,C4A62,"Merkel cell carcinoma of left upper limb, including shoulder",12,
534,C4A70,"Merkel cell carcinoma of unspecified lower limb, including hip",12,
535,C4A71,"Merkel cell carcinoma of right lower limb, including hip",12,
536,C4A72,"Merkel cell carcinoma of left lower limb, including hip",12,
537,C4A8,Merkel cell carcinoma of overlapping sites,12,
538,C4A9,"Merkel cell carcinoma, unspecified",12,
539,C50011,"Malignant neoplasm of nipple and areola, right female breast",11,
540,C50011,"Malignant neoplasm of nipple and areola, right female breast",12,
541,C50012,"Malignant neoplasm of nipple and areola, left female breast",11,
542,C50012,"Malignant neoplasm of nipple and areola, left female breast",12,
543,C50019,"Malignant neoplasm of nipple and areola, unspecified female breast",11,
544,C50019,"Malignant neoplasm of nipple and areola, unspecified female breast",12,
545,C50021,"Malignant neoplasm of nipple and areola, right male breast",11,
546,C50021,"Malignant neoplasm of nipple and areola, right male breast",12,
547,C50022,"Malignant neoplasm of nipple and areola, left male breast",11,
548,C50022,"Malignant neoplasm of nipple and areola, left male breast",12,
549,C50029,"Malignant neoplasm of nipple and areola, unspecified male breast",11,
550,C50029,"Malignant neoplasm of nipple and areola, unspecified male breast",12,
551,C50111,Malignant neoplasm of central portion of right female breast,11,
552,C50111,Malignant neoplasm of central portion of right female breast,12,
553,C50112,Malignant neoplasm of central portion of left female breast,11,
554,C50112,Malignant neoplasm of central portion of left female breast,12,
555,C50119,Malignant neoplasm of central portion of unspecified female breast,11,
556,C50119,Malignant neoplasm of central portion of unspecified female breast,12,
557,C50121,Malignant neoplasm of central portion of right male breast,11,
558,C50121,Malignant neoplasm of central portion of right male breast,12,
559,C50122,Malignant neoplasm of central portion of left male breast,11,
560,C50122,Malignant neoplasm of central portion of left male breast,12,
561,C50129,Malignant neoplasm of central portion of unspecified male breast,11,
562,C50129,Malignant neoplasm of central portion of unspecified male breast,12,
563,C50211,Malignant neoplasm of upper-inner quadrant of right female breast,11,
564,C50211,Malignant neoplasm of upper-inner quadrant of right female breast,12,
565,C50212,Malignant neoplasm of upper-inner quadrant of left female breast,11,
566,C50212,Malignant neoplasm of upper-inner quadrant of left female breast,12,
567,C50219,Malignant neoplasm of upper-inner quadrant of unspecified female breast,11,
568,C50219,Malignant neoplasm of upper-inner quadrant of unspecified female breast,12,
569,C50221,Malignant neoplasm of upper-inner quadrant of right male breast,11,
570,C50221,Malignant neoplasm of upper-inner quadrant of right male breast,12,
571,C50222,Malignant neoplasm of upper-inner quadrant of left male breast,11,
572,C50222,Malignant neoplasm of upper-inner quadrant of left male breast,12,
573,C50229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,11,
574,C50229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,12,
575,C50311,Malignant neoplasm of lower-inner quadrant of right female breast,11,
576,C50311,Malignant neoplasm of lower-inner quadrant of right female breast,12,
577,C50312,Malignant neoplasm of lower-inner quadrant of left female breast,11,
578,C50312,Malignant neoplasm of lower-inner quadrant of left female breast,12,
579,C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,11,
580,C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,12,
581,C50321,Malignant neoplasm of lower-inner quadrant of right male breast,11,
582,C50321,Malignant neoplasm of lower-inner quadrant of right male breast,12,
583,C50322,Malignant neoplasm of lower-inner quadrant of left male breast,11,
584,C50322,Malignant neoplasm of lower-inner quadrant of left male breast,12,
585,C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast,11,
586,C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast,12,
587,C50411,Malignant neoplasm of upper-outer quadrant of right female breast,11,
588,C50411,Malignant neoplasm of upper-outer quadrant of right female breast,12,
589,C50412,Malignant neoplasm of upper-outer quadrant of left female breast,11,
590,C50412,Malignant neoplasm of upper-outer quadrant of left female breast,12,
591,C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,11,
592,C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,12,
593,C50421,Malignant neoplasm of upper-outer quadrant of right male breast,11,
594,C50421,Malignant neoplasm of upper-outer quadrant of right male breast,12,
595,C50422,Malignant neoplasm of upper-outer quadrant of left male breast,11,
596,C50422,Malignant neoplasm of upper-outer quadrant of left male breast,12,
597,C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,11,
598,C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,12,
599,C50511,Malignant neoplasm of lower-outer quadrant of right female breast,11,
600,C50511,Malignant neoplasm of lower-outer quadrant of right female breast,12,
601,C50512,Malignant neoplasm of lower-outer quadrant of left female breast,11,
602,C50512,Malignant neoplasm of lower-outer quadrant of left female breast,12,
603,C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,11,
604,C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,12,
605,C50521,Malignant neoplasm of lower-outer quadrant of right male breast,11,
606,C50521,Malignant neoplasm of lower-outer quadrant of right male breast,12,
607,C50522,Malignant neoplasm of lower-outer quadrant of left male breast,11,
608,C50522,Malignant neoplasm of lower-outer quadrant of left male breast,12,
609,C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,11,
610,C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,12,
611,C50611,Malignant neoplasm of axillary tail of right female breast,11,
612,C50611,Malignant neoplasm of axillary tail of right female breast,12,
613,C50612,Malignant neoplasm of axillary tail of left female breast,11,
614,C50612,Malignant neoplasm of axillary tail of left female breast,12,
615,C50619,Malignant neoplasm of axillary tail of unspecified female breast,11,
616,C50619,Malignant neoplasm of axillary tail of unspecified female breast,12,
617,C50621,Malignant neoplasm of axillary tail of right male breast,11,
618,C50621,Malignant neoplasm of axillary tail of right male breast,12,
619,C50622,Malignant neoplasm of axillary tail of left male breast,11,
620,C50622,Malignant neoplasm of axillary tail of left male breast,12,
621,C50629,Malignant neoplasm of axillary tail of unspecified male breast,11,
622,C50629,Malignant neoplasm of axillary tail of unspecified male breast,12,
623,C50811,Malignant neoplasm of overlapping sites of right female breast,11,
624,C50811,Malignant neoplasm of overlapping sites of right female breast,12,
625,C50812,Malignant neoplasm of overlapping sites of left female breast,11,
626,C50812,Malignant neoplasm of overlapping sites of left female breast,12,
627,C50819,Malignant neoplasm of overlapping sites of unspecified female breast,11,
628,C50819,Malignant neoplasm of overlapping sites of unspecified female breast,12,
629,C50821,Malignant neoplasm of overlapping sites of right male breast,11,
630,C50821,Malignant neoplasm of overlapping sites of right male breast,12,
631,C50822,Malignant neoplasm of overlapping sites of left male breast,11,
632,C50822,Malignant neoplasm of overlapping sites of left male breast,12,
633,C50829,Malignant neoplasm of overlapping sites of unspecified male breast,11,
634,C50829,Malignant neoplasm of overlapping sites of unspecified male breast,12,
635,C50911,Malignant neoplasm of unspecified site of right female breast,11,
636,C50911,Malignant neoplasm of unspecified site of right female breast,12,
637,C50912,Malignant neoplasm of unspecified site of left female breast,11,
638,C50912,Malignant neoplasm of unspecified site of left female breast,12,
639,C50919,Malignant neoplasm of unspecified site of unspecified female breast,11,
640,C50919,Malignant neoplasm of unspecified site of unspecified female breast,12,
641,C50921,Malignant neoplasm of unspecified site of right male breast,11,
642,C50921,Malignant neoplasm of unspecified site of right male breast,12,
643,C50922,Malignant neoplasm of unspecified site of left male breast,11,
644,C50922,Malignant neoplasm of unspecified site of left male breast,12,
645,C50929,Malignant neoplasm of unspecified site of unspecified male breast,11,
646,C50929,Malignant neoplasm of unspecified site of unspecified male breast,12,
647,C510,Malignant neoplasm of labium majus,12,
648,C511,Malignant neoplasm of labium minus,12,
649,C512,Malignant neoplasm of clitoris,12,
650,C518,Malignant neoplasm of overlapping sites of vulva,12,
651,C519,"Malignant neoplasm of vulva, unspecified",12,
652,C52,Malignant neoplasm of vagina,12,
653,C530,Malignant neoplasm of endocervix,12,
654,C531,Malignant neoplasm of exocervix,12,
655,C538,Malignant neoplasm of overlapping sites of cervix uteri,12,
656,C539,"Malignant neoplasm of cervix uteri, unspecified",12,
657,C540,Malignant neoplasm of isthmus uteri,12,
658,C541,Malignant neoplasm of endometrium,12,
659,C542,Malignant neoplasm of myometrium,12,
660,C543,Malignant neoplasm of fundus uteri,12,
661,C548,Malignant neoplasm of overlapping sites of corpus uteri,12,
662,C549,"Malignant neoplasm of corpus uteri, unspecified",12,
663,C55,"Malignant neoplasm of uterus, part unspecified",12,
664,C561,Malignant neoplasm of right ovary,11,
665,C562,Malignant neoplasm of left ovary,11,
666,C563,Malignant neoplasm of bilateral ovaries,11,
667,C569,Malignant neoplasm of unspecified ovary,11,
668,C5700,Malignant neoplasm of unspecified fallopian tube,11,
669,C5701,Malignant neoplasm of right fallopian tube,11,
670,C5702,Malignant neoplasm of left fallopian tube,11,
671,C5710,Malignant neoplasm of unspecified broad ligament,11,
672,C5711,Malignant neoplasm of right broad ligament,11,
673,C5712,Malignant neoplasm of left broad ligament,11,
674,C5720,Malignant neoplasm of unspecified round ligament,11,
675,C5721,Malignant neoplasm of right round ligament,11,
676,C5722,Malignant neoplasm of left round ligament,11,
677,C573,Malignant neoplasm of parametrium,11,
678,C574,"Malignant neoplasm of uterine adnexa, unspecified",11,
679,C577,Malignant neoplasm of other specified female genital organs,12,
680,C578,Malignant neoplasm of overlapping sites of female genital organs,12,
681,C579,"Malignant neoplasm of female genital organ, unspecified",12,
682,C58,Malignant neoplasm of placenta,11,
683,C600,Malignant neoplasm of prepuce,13,
684,C601,Malignant neoplasm of glans penis,13,
685,C602,Malignant neoplasm of body of penis,13,
686,C608,Malignant neoplasm of overlapping sites of penis,13,
687,C609,"Malignant neoplasm of penis, unspecified",13,
688,C61,Malignant neoplasm of prostate,12,
689,C6200,Malignant neoplasm of unspecified undescended testis,13,
690,C6201,Malignant neoplasm of undescended right testis,13,
691,C6202,Malignant neoplasm of undescended left testis,13,
692,C6210,Malignant neoplasm of unspecified descended testis,13,
693,C6211,Malignant neoplasm of descended right testis,13,
694,C6212,Malignant neoplasm of descended left testis,13,
695,C6290,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended",13,
696,C6291,"Malignant neoplasm of right testis, unspecified whether descended or undescended",13,
697,C6292,"Malignant neoplasm of left testis, unspecified whether descended or undescended",13,
698,C6300,Malignant neoplasm of unspecified epididymis,13,
699,C6301,Malignant neoplasm of right epididymis,13,
700,C6302,Malignant neoplasm of left epididymis,13,
701,C6310,Malignant neoplasm of unspecified spermatic cord,13,
702,C6311,Malignant neoplasm of right spermatic cord,13,
703,C6312,Malignant neoplasm of left spermatic cord,13,
704,C632,Malignant neoplasm of scrotum,13,
705,C637,Malignant neoplasm of other specified male genital organs,13,
706,C638,Malignant neoplasm of overlapping sites of male genital organs,13,
707,C639,"Malignant neoplasm of male genital organ, unspecified",13,
708,C641,"Malignant neoplasm of right kidney, except renal pelvis",11,
709,C642,"Malignant neoplasm of left kidney, except renal pelvis",11,
710,C649,"Malignant neoplasm of unspecified kidney, except renal pelvis",11,
711,C651,Malignant neoplasm of right renal pelvis,11,
712,C652,Malignant neoplasm of left renal pelvis,11,
713,C659,Malignant neoplasm of unspecified renal pelvis,11,
714,C661,Malignant neoplasm of right ureter,12,
715,C662,Malignant neoplasm of left ureter,12,
716,C669,Malignant neoplasm of unspecified ureter,12,
717,C670,Malignant neoplasm of trigone of bladder,12,
718,C671,Malignant neoplasm of dome of bladder,12,
719,C672,Malignant neoplasm of lateral wall of bladder,12,
720,C673,Malignant neoplasm of anterior wall of bladder,12,
721,C674,Malignant neoplasm of posterior wall of bladder,12,
722,C675,Malignant neoplasm of bladder neck,12,
723,C676,Malignant neoplasm of ureteric orifice,12,
724,C677,Malignant neoplasm of urachus,12,
725,C678,Malignant neoplasm of overlapping sites of bladder,12,
726,C679,"Malignant neoplasm of bladder, unspecified",12,
727,C680,Malignant neoplasm of urethra,12,
728,C681,Malignant neoplasm of paraurethral glands,12,
729,C688,Malignant neoplasm of overlapping sites of urinary organs,12,
730,C689,"Malignant neoplasm of urinary organ, unspecified",12,
731,C6900,Malignant neoplasm of unspecified conjunctiva,12,
732,C6901,Malignant neoplasm of right conjunctiva,12,
733,C6902,Malignant neoplasm of left conjunctiva,12,
734,C6910,Malignant neoplasm of unspecified cornea,12,
735,C6911,Malignant neoplasm of right cornea,12,
736,C6912,Malignant neoplasm of left cornea,12,
737,C6920,Malignant neoplasm of unspecified retina,12,
738,C6921,Malignant neoplasm of right retina,12,
739,C6922,Malignant neoplasm of left retina,12,
740,C6930,Malignant neoplasm of unspecified choroid,12,
741,C6931,Malignant neoplasm of right choroid,12,
742,C6932,Malignant neoplasm of left choroid,12,
743,C6940,Malignant neoplasm of unspecified ciliary body,12,
744,C6941,Malignant neoplasm of right ciliary body,12,
745,C6942,Malignant neoplasm of left ciliary body,12,
746,C6950,Malignant neoplasm of unspecified lacrimal gland and duct,12,
747,C6951,Malignant neoplasm of right lacrimal gland and duct,12,
748,C6952,Malignant neoplasm of left lacrimal gland and duct,12,
749,C6960,Malignant neoplasm of unspecified orbit,12,
750,C6961,Malignant neoplasm of right orbit,12,
751,C6962,Malignant neoplasm of left orbit,12,
752,C6980,Malignant neoplasm of overlapping sites of unspecified eye and adnexa,12,
753,C6981,Malignant neoplasm of overlapping sites of right eye and adnexa,12,
754,C6982,Malignant neoplasm of overlapping sites of left eye and adnexa,12,
755,C6990,Malignant neoplasm of unspecified site of unspecified eye,12,
756,C6991,Malignant neoplasm of unspecified site of right eye,12,
757,C6992,Malignant neoplasm of unspecified site of left eye,12,
758,C700,Malignant neoplasm of cerebral meninges,9,
759,C701,Malignant neoplasm of spinal meninges,9,
760,C709,"Malignant neoplasm of meninges, unspecified",9,
761,C710,"Malignant neoplasm of cerebrum, except lobes and ventricles",9,
